experiment,fold,class,precision,recall,f1_score
clear_global_total_kfold,0,0,0.8141025641025641,0.9136690647482014,0.8610169491525423
clear_global_total_kfold,0,1,0.8895348837209303,0.884393063583815,0.8869565217391304
clear_global_total_kfold,0,2,0.8888888888888888,0.08333333333333333,0.15238095238095237
clear_global_total_kfold,0,3,0.0,0.0,0.0
clear_global_total_kfold,0,4,0.868421052631579,0.7096774193548387,0.7810650887573964
clear_global_total_kfold,0,5,0.0,0.0,0.0
clear_global_total_kfold,0,6,0.5027624309392266,0.978494623655914,0.6642335766423357
clear_global_total_kfold,1,0,0.9503105590062112,0.9386503067484663,0.9444444444444444
clear_global_total_kfold,1,1,0.8841463414634146,0.9666666666666667,0.9235668789808917
clear_global_total_kfold,1,2,0.8297872340425532,0.5064935064935064,0.6290322580645161
clear_global_total_kfold,1,3,0.9428571428571428,0.4782608695652174,0.6346153846153846
clear_global_total_kfold,1,4,0.5,0.009345794392523364,0.018348623853211007
clear_global_total_kfold,1,5,0.0,0.0,0.0
clear_global_total_kfold,1,6,0.46866485013623976,0.9502762430939227,0.6277372262773723
clear_global_total_kfold,2,0,0.6376146788990825,0.8580246913580247,0.731578947368421
clear_global_total_kfold,2,1,0.695,0.86875,0.7722222222222221
clear_global_total_kfold,2,2,0.0,0.0,0.0
clear_global_total_kfold,2,3,0.9523809523809523,0.40816326530612246,0.5714285714285714
clear_global_total_kfold,2,4,0.0,0.0,0.0
clear_global_total_kfold,2,5,0.0,0.0,0.0
clear_global_total_kfold,2,6,0.5,0.8978494623655914,0.6423076923076922
clear_global_total_kfold,3,0,0.7475728155339806,0.9447852760736196,0.8346883468834688
clear_global_total_kfold,3,1,0.8586387434554974,0.9534883720930233,0.9035812672176308
clear_global_total_kfold,3,2,0.9714285714285714,0.7083333333333334,0.8192771084337349
clear_global_total_kfold,3,3,0.9655172413793104,0.49122807017543857,0.6511627906976745
clear_global_total_kfold,3,4,0.9431818181818182,0.8829787234042553,0.9120879120879122
clear_global_total_kfold,3,5,0.0,0.0,0.0
clear_global_total_kfold,3,6,0.8072916666666666,0.9451219512195121,0.8707865168539325
clear_global_total_kfold,4,0,0.8802816901408451,0.8012820512820513,0.8389261744966443
clear_global_total_kfold,4,1,0.6931216931216931,0.903448275862069,0.784431137724551
clear_global_total_kfold,4,2,0.8,0.6021505376344086,0.6871165644171778
clear_global_total_kfold,4,3,0.8360655737704918,0.7391304347826086,0.7846153846153846
clear_global_total_kfold,4,4,0.75,0.04,0.07594936708860758
clear_global_total_kfold,4,5,0.0,0.0,0.0
clear_global_total_kfold,4,6,0.5806451612903226,0.9183673469387755,0.7114624505928854
clear_global_arm_kfold,0,0,0.8766233766233766,0.9,0.888157894736842
clear_global_arm_kfold,0,1,0.6616161616161617,0.8675496688741722,0.7507163323782235
clear_global_arm_kfold,0,2,0.9634146341463414,0.8586956521739131,0.9080459770114943
clear_global_arm_kfold,0,3,0.9629629629629629,0.43333333333333335,0.5977011494252873
clear_global_arm_kfold,0,4,0.875,0.8842105263157894,0.8795811518324607
clear_global_arm_kfold,0,5,0.0,0.0,0.0
clear_global_arm_kfold,0,6,0.8577981651376146,0.9396984924623115,0.8968824940047961
clear_global_arm_kfold,1,0,0.9060402684563759,0.8709677419354839,0.8881578947368421
clear_global_arm_kfold,1,1,0.8975903614457831,0.8370786516853933,0.8662790697674418
clear_global_arm_kfold,1,2,0.8850574712643678,0.8555555555555555,0.8700564971751412
clear_global_arm_kfold,1,3,0.9838709677419355,0.8970588235294118,0.9384615384615386
clear_global_arm_kfold,1,4,0.95,0.926829268292683,0.9382716049382716
clear_global_arm_kfold,1,5,0.0,0.0,0.0
clear_global_arm_kfold,1,6,0.7025862068965517,0.9588235294117647,0.8109452736318408
clear_global_arm_kfold,2,0,0.8284023668639053,0.9090909090909091,0.8668730650154799
clear_global_arm_kfold,2,1,0.7828571428571428,0.9013157894736842,0.8379204892966361
clear_global_arm_kfold,2,2,0.5972222222222222,0.48314606741573035,0.5341614906832298
clear_global_arm_kfold,2,3,0.8363636363636363,0.8214285714285714,0.8288288288288289
clear_global_arm_kfold,2,4,0.8301886792452831,0.9361702127659575,0.88
clear_global_arm_kfold,2,5,0.0,0.0,0.0
clear_global_arm_kfold,2,6,0.9040404040404041,0.93717277486911,0.9203084832904885
clear_global_arm_kfold,3,0,0.9022988505747126,0.9936708860759493,0.9457831325301205
clear_global_arm_kfold,3,1,0.8461538461538461,0.89937106918239,0.8719512195121951
clear_global_arm_kfold,3,2,0.5483870967741935,0.19101123595505617,0.28333333333333327
clear_global_arm_kfold,3,3,1.0,0.41935483870967744,0.5909090909090909
clear_global_arm_kfold,3,4,0.9298245614035088,0.5408163265306123,0.6838709677419356
clear_global_arm_kfold,3,5,0.0,0.0,0.0
clear_global_arm_kfold,3,6,0.5611285266457681,0.9781420765027322,0.7131474103585658
clear_global_arm_kfold,4,0,0.9074074074074074,0.8855421686746988,0.8963414634146342
clear_global_arm_kfold,4,1,0.7435897435897436,0.90625,0.8169014084507042
clear_global_arm_kfold,4,2,0.8876404494382022,0.8315789473684211,0.858695652173913
clear_global_arm_kfold,4,3,1.0,0.7796610169491526,0.8761904761904762
clear_global_arm_kfold,4,4,0.8969072164948454,0.8969072164948454,0.8969072164948453
clear_global_arm_kfold,4,5,0.0,0.0,0.0
clear_global_arm_kfold,4,6,0.8663101604278075,0.9529411764705882,0.9075630252100839
clear_global_leg_kfold,0,0,0.7318435754189944,0.7987804878048781,0.7638483965014577
clear_global_leg_kfold,0,1,0.7458563535911602,0.7988165680473372,0.7714285714285715
