experiment,fold,class,precision,recall,f1_score
drive_global_leg_kfold,3,2,0.569620253164557,0.5232558139534884,0.5454545454545455
drive_global_leg_kfold,3,3,0.5054945054945055,0.45544554455445546,0.47916666666666674
drive_global_leg_kfold,3,4,0.48484848484848486,0.2807017543859649,0.3555555555555555
drive_global_leg_kfold,3,5,0.7307692307692307,0.5428571428571428,0.6229508196721311
drive_global_leg_kfold,3,6,0.5387453874538746,0.7448979591836735,0.6252676659528908
drive_global_leg_kfold,4,0,0.8773234200743495,0.8644688644688645,0.8708487084870848
drive_global_leg_kfold,4,1,0.6875,0.7096774193548387,0.6984126984126984
drive_global_leg_kfold,4,2,0.8636363636363636,0.8636363636363636,0.8636363636363636
drive_global_leg_kfold,4,3,0.6060606060606061,0.898876404494382,0.7239819004524888
drive_global_leg_kfold,4,4,0.9,0.43548387096774194,0.5869565217391305
drive_global_leg_kfold,4,5,0.9130434782608695,0.6,0.7241379310344828
drive_global_leg_kfold,4,6,0.856353591160221,0.8757062146892656,0.8659217877094972
